cachesize,blocksize,prefetchsize,hitrate
260.0,130.0,26.0,75.3
260.0,130.0,52.0,75.3
260.0,130.0,78.0,75.3
260.0,130.0,104.0,75.31
260.0,130.0,130.0,75.31
260.0,130.0,156.0,75.31
260.0,130.0,182.0,75.31
260.0,130.0,208.0,75.31
260.0,130.0,234.0,75.3
0.0,130.0,104.0,75.31
