cachesize,blocksize,prefetchsize,hitrate
680.0,68.0,68.0,94.14
680.0,68.0,136.0,94.14
680.0,68.0,204.0,94.13
680.0,68.0,272.0,94.11
680.0,68.0,340.0,94.1
680.0,68.0,408.0,94.1
680.0,68.0,476.0,94.1
680.0,68.0,544.0,94.1
680.0,68.0,612.0,94.1
0.0,68.0,-2.147483648E9,94.14
