cachesize,blocksize,prefetchsize,hitrate
680.0,68.0,68.0,94.14
680.0,136.0,68.0,93.72
680.0,204.0,68.0,93.07
680.0,272.0,68.0,92.5
680.0,340.0,68.0,91.88
680.0,408.0,68.0,91.33
680.0,476.0,68.0,91.18
680.0,544.0,68.0,91.07
680.0,612.0,68.0,90.99
