#number of hit, misses and time stayed in Cache for every file
#project: 1, total_files: 6232, total_files_alive: 1678, cacheTableSize: 6187, cachesize: 170, blocksize: 170, prefetchsize: 17, cache replacement policy: LRU
file_id,loc,last_type,duration
10456,272,3,2799
10455,539,3,2799
10449,162,3,8686
10447,53,3,31448
10446,53,3,31448
10444,53,3,31448
10442,53,3,31448
10440,53,3,31448
10438,43,3,31448
10437,53,3,31448
10435,53,3,31448
10433,53,3,31448
10431,53,3,31448
10429,53,3,31448
10427,93,3,31448
10426,53,3,31448
10420,134,3,31448
10418,131,3,31448
10415,135,3,31448
10412,131,3,31448
10409,131,3,31448
10405,131,3,31448
10402,131,3,31448
10399,131,3,31448
10396,131,3,31448
10393,115,3,31448
10390,131,3,31448
10388,44,3,33512
10387,52,3,33512
10385,89,3,33512
10384,67,3,33512
10383,50,3,33512
10372,49,3,58550
10369,132,3,33512
10367,242,3,10138
10367,242,2,24818
10366,700,3,34956
10365,195,3,17632
10364,223,3,3261
10364,223,2,14370
10364,223,2,24818
10363,47,3,3377
10363,47,2,7624
10361,113,3,42666
10357,76,3,5926
10357,76,2,14370
10353,105,3,377
10292,66,3,987
10292,66,2,14183
10292,66,2,5926
10292,66,2,14370
10292,66,2,46243
10272,108,3,5420
10272,108,2,80647
10272,108,2,966
10271,105,3,66138
10270,150,3,27025
10270,150,2,17040
10262,39,3,67604
10261,385,3,12633
10261,385,2,30518
10261,385,2,31733
10261,385,2,15759
10261,385,2,111
10261,385,2,4067
10260,119,3,12633
10253,105,3,13687
10249,33,3,9
10245,91,3,24
10244,35,3,25627
10227,354,3,96188
10227,354,2,15611
10227,354,2,448
10227,354,2,6617
10227,354,2,388
10227,354,2,1751
10227,354,2,19671
10227,354,2,1754
10227,354,2,11
10224,65,3,82275
10224,65,2,39072
10219,79,3,33376
10218,136,3,89630
10218,136,2,31733
10212,75,3,33237
10211,142,3,33237
10208,225,3,80350
10208,225,2,6042
10208,225,2,39072
10207,78,3,80350
10207,78,2,45114
10201,61,3,80350
10200,143,3,45639
10200,143,2,103
10200,143,2,34607
10200,143,2,45114
10198,285,3,84919
10198,285,2,6042
10198,285,2,39072
10196,63,3,84919
10194,286,3,4335
10194,286,2,85554
10194,286,2,3336
10193,104,3,9934
10193,104,2,34778
10193,104,2,87987
10192,60,3,9934
10191,124,3,93587
10190,46,3,4333
10141,51,2,2021
10137,416,2,2021
10135,58,2,2021
10120,223,3,2021
10119,242,3,2021
10113,187,2,2021
10112,162,3,2021
