cachesize,blocksize,prefetchsize,hitrate
7620.0,762.0,762.0,95.71
7620.0,1524.0,762.0,95.51
7620.0,2286.0,762.0,95.44
7620.0,3048.0,762.0,95.43
7620.0,3810.0,762.0,95.42
7620.0,4572.0,762.0,95.42
7620.0,5334.0,762.0,95.42
7620.0,6096.0,762.0,95.42
7620.0,6858.0,762.0,95.42
