cachesize,blocksize,prefetchsize,hitrate
240.0,48.0,24.0,81.16
240.0,48.0,48.0,81.13
240.0,48.0,72.0,81.13
240.0,48.0,96.0,81.12
240.0,48.0,120.0,81.13
240.0,48.0,144.0,81.16
240.0,48.0,168.0,81.2
240.0,48.0,192.0,81.22
240.0,48.0,216.0,81.25
0.0,48.0,216.0,81.25
