cachesize,blocksize,prefetchsize,hitrate
140.0,42.0,14.0,68.99
140.0,42.0,28.0,69.03
140.0,42.0,42.0,69.09
140.0,42.0,56.0,69.14
140.0,42.0,70.0,69.17
140.0,42.0,84.0,69.23
140.0,42.0,98.0,69.28
140.0,42.0,112.0,69.31
140.0,42.0,126.0,69.0
