cachesize,blocksize,prefetchsize,hitrate
140.0,56.0,14.0,88.89
140.0,56.0,28.0,88.96
140.0,56.0,42.0,89.02
140.0,56.0,56.0,89.1
140.0,56.0,70.0,89.18
140.0,56.0,84.0,89.26
140.0,56.0,98.0,89.32
140.0,56.0,112.0,88.84
140.0,56.0,126.0,88.84
0.0,56.0,98.0,89.32
