#number of hit, misses and time stayed in Cache for every file
#project: 1, total_files: 1929, total_files_alive: 1068, cacheTableSize: 1506, cachesize: 220, blocksize: 220, prefetchsize: 11, cache replacement policy: LRU
file_id,loc,num_load,num_hits,num_misses,duration,reason,is_in_cache,HitPrefetch,HitCoChange,HitChangeEntity,HitNewEntity,LoadPrefetch,LoadCoChange,LoadChangeEntity,LoadNewEntity
0,0,0,0,0,7276992,0,false,0,0,0,0,0,0,0,0
3070,19,5,1,0,69481,BugEntity,false,0,0,1,0,0,5,0,0
3069,-1,37,5,1,853559,CoChange,false,0,0,5,0,0,35,1,1
3063,-1,22,5,0,418743,CoChange,false,0,0,5,0,0,22,0,0
3062,-1,14,3,8,298783,CoChange,false,0,0,3,0,0,5,8,1
3061,-1,44,4,1,1254134,CoChange,false,0,0,4,0,0,42,1,1
3060,269,56,17,6,2020794,BugEntity,false,0,0,17,0,0,50,6,0
3059,-1,37,5,2,940298,CoChange,false,0,0,5,0,0,35,2,0
3058,-1,45,2,1,1295394,CoChange,false,0,0,2,0,0,43,1,1
3056,-1,15,2,1,242849,CoChange,false,0,0,2,0,0,14,1,0
3055,-1,14,0,2,268442,CoChange,false,0,0,0,0,0,12,2,0
3054,-1,12,0,0,278101,CoChange,false,0,0,0,0,0,12,0,0
3053,227,20,4,3,316544,BugEntity,false,0,0,4,0,0,17,3,0
3052,-1,21,2,2,344576,CoChange,false,0,0,2,0,0,18,2,1
3051,-1,11,1,2,149874,CoChange,false,0,0,1,0,0,8,2,1
3050,-1,13,2,2,150584,CoChange,false,0,0,2,0,0,10,2,1
3049,-1,13,2,1,150557,CoChange,false,0,0,2,0,0,11,1,1
3047,-1,47,6,1,1232275,CoChange,false,0,0,6,0,0,46,1,0
3046,-1,63,6,1,1079588,CoChange,false,0,0,6,0,0,61,1,1
3045,-1,69,6,5,1532906,CoChange,false,0,0,6,0,0,63,5,1
3044,-1,9,2,0,237006,CoChange,false,0,0,2,0,0,8,0,1
3043,-1,46,3,0,866295,CoChange,false,0,0,3,0,0,46,0,0
3042,162,17,3,6,250587,BugEntity,false,0,0,3,0,0,10,6,1
3039,-1,72,10,6,1720457,CoChange,false,0,0,10,0,0,65,6,1
3038,-1,45,3,0,872883,CoChange,false,0,0,3,0,0,44,0,1
3037,-1,45,3,0,865109,CoChange,false,0,0,3,0,0,44,0,1
3036,-1,45,3,0,875533,CoChange,false,0,0,3,0,0,44,0,1
3035,-1,60,7,1,1564618,CoChange,false,0,0,7,0,0,58,1,1
3034,-1,54,5,1,1197431,CoChange,false,0,0,5,0,0,52,1,1
3033,-1,51,3,0,1030062,CoChange,false,0,0,3,0,0,50,0,1
3029,-1,69,16,2,2890948,CoChange,false,0,0,16,0,0,66,2,1
3028,-1,75,3,0,2289532,CoChange,false,0,0,3,0,0,75,0,0
3027,-1,45,141,7,3281984,CoChange,false,0,0,141,0,0,37,7,1
3026,-1,70,12,3,2569116,CoChange,false,0,0,12,0,0,67,3,0
3025,-1,71,3,0,2190103,CoChange,false,0,0,3,0,0,71,0,0
3024,-1,70,2,1,2194413,CoChange,false,0,0,2,0,0,69,1,0
3023,-1,67,11,1,2544377,CoChange,false,0,0,11,0,0,66,1,0
3021,-1,68,4,0,1699197,CoChange,false,0,0,4,0,0,68,0,0
3020,-1,54,4,1,1306286,CoChange,false,0,0,4,0,0,53,1,0
3019,-1,70,11,0,2467789,CoChange,false,0,0,11,0,0,69,0,1
3017,-1,77,7,2,2554708,CoChange,false,0,0,7,0,0,75,2,0
3014,-1,68,5,2,1710854,CoChange,false,0,0,5,0,0,65,2,1
3013,-1,39,3,4,898008,CoChange,false,0,0,3,0,0,34,4,1
3007,281,30,3,2,576394,BugEntity,false,0,0,3,0,0,28,2,0
3006,-1,23,0,3,408796,CoChange,false,0,0,0,0,0,20,3,0
3005,-1,23,0,1,409568,CoChange,false,0,0,0,0,0,22,1,0
3000,-1,51,5,3,1456428,CoChange,false,0,0,5,0,0,48,3,0
2998,-1,16,1,0,228697,CoChange,false,0,0,1,0,0,16,0,0
2997,-1,4,0,0,5600,CoChange,false,0,0,0,0,0,4,0,0
2996,-1,4,0,0,5600,CoChange,false,0,0,0,0,0,4,0,0
2995,-1,4,0,0,5600,CoChange,false,0,0,0,0,0,4,0,0
2994,-1,4,0,0,5600,CoChange,false,0,0,0,0,0,4,0,0
2993,-1,4,0,0,5600,CoChange,false,0,0,0,0,0,3,0,1
2992,-1,4,0,0,5600,CoChange,false,0,0,0,0,0,4,0,0
2991,-1,17,0,1,282898,CoChange,false,0,0,0,0,0,16,1,0
2990,-1,4,0,0,5600,CoChange,false,0,0,0,0,0,4,0,0
2989,-1,4,0,0,5600,CoChange,false,0,0,0,0,0,4,0,0
2985,-1,4,0,0,5600,CoChange,false,0,0,0,0,0,4,0,0
2984,-1,4,0,0,5600,CoChange,false,0,0,0,0,0,4,0,0
2983,-1,4,0,0,5600,CoChange,false,0,0,0,0,0,4,0,0
2982,-1,4,0,0,5600,CoChange,false,0,0,0,0,0,4,0,0
2981,-1,20,1,0,367975,CoChange,false,0,0,1,0,0,20,0,0
2978,-1,4,0,0,5600,CoChange,false,0,0,0,0,0,4,0,0
2974,-1,63,16,6,2702901,CoChange,true,0,0,16,0,0,56,6,1
2968,-1,31,3,2,565179,CoChange,false,0,0,3,0,0,29,2,0
2964,-1,10,0,2,132495,CoChange,false,0,0,0,0,0,8,2,0
2957,-1,10,0,0,137764,CoChange,false,0,0,0,0,0,9,0,1
2956,-1,10,0,0,137764,CoChange,false,0,0,0,0,0,9,0,1
2955,-1,10,0,0,137625,CoChange,false,0,0,0,0,0,10,0,0
2954,-1,10,0,0,137625,CoChange,false,0,0,0,0,0,9,0,1
2953,-1,10,0,0,133923,CoChange,false,0,0,0,0,0,10,0,0
