cachesize,blocksize,prefetchsize,hitrate
340.0,34.0,34.0,73.59
340.0,68.0,34.0,75.96
340.0,102.0,34.0,76.95
340.0,136.0,34.0,77.56
340.0,170.0,34.0,77.39
340.0,204.0,34.0,77.12
340.0,238.0,34.0,76.42
340.0,272.0,34.0,75.6
340.0,306.0,34.0,75.98
