cachesize,blocksize,prefetchsize,hitrate
310.0,62.0,31.0,74.64
310.0,62.0,62.0,74.67
310.0,62.0,93.0,74.71
310.0,62.0,124.0,74.74
310.0,62.0,155.0,74.76
310.0,62.0,186.0,74.77
310.0,62.0,217.0,74.8
310.0,62.0,248.0,74.63
310.0,62.0,279.0,74.63
