#number of hit, misses and time stayed in Cache for every file
#project: 1, total_files: 3874, total_files_alive: 1373, cacheTableSize: 3793, cachesize: 140, blocksize: 140, prefetchsize: 14, cache replacement policy: LRU
file_id,loc,num_load,num_hits,num_misses,duration,reason,is_in_cache,Prefetch,CoChange,BugEntity
0,0,0,0,0,7976232,0,false,0,0,0
6142,-1,1,5,0,9994,CoChange,false,0,5,0
6139,-1,1,2,1,9994,BugEntity,false,0,0,2
6136,-1,1,3,0,9994,CoChange,false,0,3,0
6135,-1,1,3,0,9994,CoChange,false,0,3,0
6133,-1,1,3,0,9994,CoChange,false,0,3,0
6130,-1,1,3,0,9994,CoChange,false,0,3,0
6123,-1,1,3,0,9994,CoChange,false,0,3,0
6116,-1,1,11,1,17167,BugEntity,false,0,0,11
6109,121,1,2,0,16116,CoChange,false,0,2,0
6108,202,1,1,1,16116,BugEntity,false,0,0,1
6107,78,1,2,0,16116,CoChange,false,0,2,0
6106,108,1,2,0,16163,CoChange,false,0,2,0
6105,79,1,2,0,16163,CoChange,false,0,2,0
6104,67,1,2,0,16163,CoChange,false,0,2,0
6103,-1,1,2,0,16211,CoChange,false,0,2,0
6102,-1,1,2,0,16211,CoChange,false,0,2,0
6101,-1,1,2,0,16211,CoChange,false,0,2,0
6100,-1,1,2,0,16211,CoChange,false,0,2,0
6099,92,1,4,0,16211,CoChange,false,0,4,0
6098,-1,1,2,0,16211,CoChange,false,0,2,0
6097,79,1,4,0,16211,CoChange,false,0,4,0
6096,-1,1,2,0,16211,CoChange,false,0,2,0
6095,-1,1,2,0,16211,CoChange,false,0,2,0
6094,-1,1,2,0,16211,CoChange,false,0,2,0
6093,-1,1,2,0,16211,CoChange,false,0,2,0
6092,74,1,4,0,16211,CoChange,false,0,4,0
6091,-1,1,2,0,16211,CoChange,false,0,2,0
6090,-1,1,2,0,16211,CoChange,false,0,2,0
6089,-1,1,1,1,16211,BugEntity,false,0,0,1
6088,-1,1,2,0,16211,CoChange,false,0,2,0
6087,-1,1,2,0,16211,CoChange,false,0,2,0
6086,-1,1,4,0,16211,CoChange,false,0,4,0
6085,-1,1,2,0,16211,CoChange,false,0,2,0
6084,-1,1,2,0,16211,CoChange,false,0,2,0
6083,-1,1,2,0,16211,CoChange,false,0,2,0
6082,-1,1,2,0,16211,CoChange,false,0,2,0
6081,-1,1,2,0,16211,CoChange,false,0,2,0
6080,85,1,4,0,16211,CoChange,false,0,4,0
6079,-1,1,2,0,16211,CoChange,false,0,2,0
6078,-1,1,2,0,16211,CoChange,false,0,2,0
6077,-1,1,2,0,16211,CoChange,false,0,2,0
6076,-1,1,2,0,16211,CoChange,false,0,2,0
6075,-1,1,2,0,16211,CoChange,false,0,2,0
6074,-1,1,2,0,16211,CoChange,false,0,2,0
6073,-1,1,2,0,16211,CoChange,false,0,2,0
6072,-1,1,2,0,16211,CoChange,false,0,2,0
6071,-1,1,2,0,16211,CoChange,false,0,2,0
6068,-1,1,4,0,16240,CoChange,false,0,4,0
6066,-1,1,3,1,16240,BugEntity,false,0,0,3
6028,202,1,0,1,10419,BugEntity,false,0,0,0
6027,55,3,2,0,36076,CoChange,false,0,2,0
6026,-1,3,1,0,35762,CoChange,false,0,1,0
6025,-1,3,1,0,31829,CoChange,false,0,1,0
6024,-1,3,1,0,31829,CoChange,false,0,1,0
6023,-1,5,2,0,116752,CoChange,false,0,2,0
6022,-1,5,2,0,58907,CoChange,false,0,2,0
6020,-1,5,1,0,58907,CoChange,false,0,1,0
6019,-1,5,0,0,58907,CoChange,false,0,0,0
6018,-1,6,2,0,64686,CoChange,false,0,2,0
6017,-1,5,6,2,132462,CoChange,false,0,5,1
6016,160,1,1,0,38721,CoChange,false,0,1,0
6015,183,1,1,0,49008,CoChange,false,0,1,0
5964,77,1,1,0,36016,CoChange,false,0,1,0
5963,1265,1,0,1,11869,BugEntity,false,0,0,0
5961,337,1,0,1,13302,BugEntity,false,0,0,0
5957,263,1,1,0,13302,CoChange,false,0,1,0
